stage,resolution_m,x,y,movement_distance,guaranteed_receive_coverage,possible_receive_coverage,near_area_coverage,direction_available_coverage,clear_ready_coverage,operational_good_coverage,uniform_guaranteed_receive_coverage,uniform_clear_ready_coverage,uniform_operational_good_coverage,worst_diameter_median,worst_diameter_mean,worst_diameter_p90,worst_diameter_p95,worst_diameter_max,unbounded_fraction_of_direction_area,mean_abs_orthogonality_error_deg,orthogonal_80_100_area_coverage,target_sample_count,epsilon_sample_count
refine_2m,2.0,6.0,6.0,8.48528137423857,1.0,1.0,0.0,1.0,0.0012750455373406193,0.0012750455373406193,1.0,0.027777777777777776,0.027777777777777776,230.72816360753285,1698.8276505606948,2995.1703304634416,5123.386942234583,35919.64906123836,0.9928181108508978,89.54029693340269,0.0,1260,9
refine_2m,2.0,6.0,8.0,10.0,1.0,1.0,0.0,1.0,0.001639344262295082,0.001639344262295082,1.0,0.03333333333333333,0.03333333333333333,324.5151835592888,2191.2723995951665,3833.2334413611516,5999.895161695168,51206.63480020898,0.987431693989071,89.38747286096063,0.0,1260,9
refine_2m,2.0,8.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,nan,nan,nan,nan,nan,1.0,89.99434691434026,0.0,1260,9
refine_2m,2.0,8.0,2.0,8.246211251235321,1.0,1.0,0.0,1.0,0.000546448087431694,0.000546448087431694,1.0,0.016666666666666666,0.016666666666666666,31.83120731587952,187.91313837794488,583.4943356661395,1458.1146704390123,1458.1146704390123,0.9990372105126204,89.84543871580003,0.0,1260,9
refine_2m,2.0,8.0,4.0,8.94427190999916,1.0,1.0,0.0,1.0,0.0006505334374186833,0.0006505334374186833,1.0,0.018253968253968255,0.018253968253968255,131.0267386153483,882.7354976740878,1636.6027875766367,7382.798262692147,9495.432556206228,0.9965131407754358,89.69100357228413,0.0,1260,9
refine_2m,2.0,8.0,6.0,10.0,1.0,1.0,0.0,1.0,0.0014311735623211033,0.0014311735623211033,1.0,0.03015873015873016,0.03015873015873016,212.73308186823633,803.7129617975033,2153.5801295336746,4221.304835729089,8246.55282121041,0.992688004163414,89.5368054842083,0.0,1260,9
refine_2m,2.0,8.0,8.0,11.313708498984761,1.0,1.0,0.0,1.0,0.001639344262295082,0.001639344262295082,1.0,0.03333333333333333,0.03333333333333333,310.85617219069843,2162.529824189699,3075.782724456387,8183.113204939734,47892.86541498446,0.9870673952641166,89.38293011632378,0.0,1260,9
refine_2m,2.0,682.0,442.0,812.7041282041084,1.0,1.0,0.0,1.0,0.25487900078064013,0.25487900078064013,1.0,0.3603174603174603,0.3603174603174603,72.67776268635696,85.57531359763598,163.2333737475254,175.99912758833568,203.5528269077141,0.0,39.153785646754045,0.09391100702576112,1260,9
refine_2m,2.0,682.0,444.0,813.7935856223002,1.0,1.0,0.0,1.0,0.25487900078064013,0.25487900078064013,1.0,0.3603174603174603,0.3603174603174603,72.56513498468465,85.37487966289875,162.66453482621074,175.3437196007817,202.70335186509644,0.0,39.049699617832566,0.09453551912568306,1260,9
refine_2m,2.0,682.0,446.0,814.8864951635902,1.0,1.0,0.0,1.0,0.25487900078064013,0.25487900078064013,1.0,0.3603174603174603,0.3603174603174603,72.45411656457011,85.17700637070618,162.10206576415985,174.69576797977825,201.86385725618115,0.0,38.94609486893689,0.09453551912568306,1260,9
refine_2m,2.0,682.0,448.0,815.9828429568847,1.0,1.0,0.0,1.0,0.2540202966432475,0.2540202966432475,1.0,0.3595238095238095,0.3595238095238095,72.34468449268138,84.98165345115046,161.54587258763323,174.05515954960183,201.0341835569056,0.0,38.84296829724218,0.09453551912568306,1260,9
refine_2m,2.0,682.0,450.0,817.0826151620165,1.0,1.0,0.0,1.0,0.2540202966432475,0.2540202966432475,1.0,0.3595238095238095,0.3595238095238095,72.23681626003555,84.78878525295615,160.99586314014712,173.47654570410768,200.21417459453832,0.0,38.7403168271221,0.095160031225605,1260,9
refine_2m,2.0,682.0,452.0,818.1857979701188,1.0,1.0,0.0,1.0,0.25428051001821494,0.25428051001821494,1.0,0.3603174603174603,0.3603174603174603,72.13048977249413,84.59836791898825,160.45194703878778,172.92141162639498,199.4036774602083,0.0,38.6381374098137,0.095160031225605,1260,9
refine_2m,2.0,682.0,454.0,819.2923776039906,1.0,1.0,0.0,1.0,0.2539422326307572,0.2539422326307572,1.0,0.3611111111111111,0.3611111111111111,72.0256833415045,84.41036267975072,159.9140356318123,172.37197714279083,198.60254242420342,0.0,38.53642702308798,0.09578454332552694,1260,9
refine_2m,2.0,682.0,456.0,820.4023403184561,1.0,1.0,0.0,1.0,0.2544626593806922,0.2544626593806922,1.0,0.3626984126984127,0.3626984126984127,71.9223756750964,84.22473855319916,159.4131756037787,171.82816525103001,197.81062285385966,0.0,38.435182670926125,0.09578454332552694,1260,9
refine_2m,2.0,682.0,458.0,821.5156724007156,1.0,1.0,0.0,1.0,0.25472287275565964,0.25472287275565964,1.0,0.3634920634920635,0.3634920634920635,71.82054586909834,84.04145876193527,158.9197408839819,171.28990031524398,197.02777513401236,0.0,38.33440138320123,0.09578454332552694,1260,9
refine_2m,2.0,682.0,460.0,822.63236017069,1.0,1.0,0.0,1.0,0.2543845953682019,0.2543845953682019,1.0,0.36428571428571427,0.36428571428571427,71.7201733985939,83.86048780009197,158.4314612175825,170.75710803576928,196.25385858986195,0.0,38.23408021536542,0.09640905542544886,1260,9
